"rank_adp","pos","prediction","value"
80,"QB",18.2570448867234,0.0317649659552117
81,"QB",18.2252799207682,0.0316940153946099
82,"QB",18.1935859053736,0.0316413723259537
83,"QB",18.1619445330476,0.031606555590141
84,"QB",18.1303379774575,0.0315889665726345
85,"QB",18.0987490108849,0.0315878918479342
86,"QB",18.0671611190369,0.0316025066857399
87,"QB",18.0355586123512,0.0316318794071293
88,"QB",18.0039267329441,0.0316749765717041
89,"QB",17.9722517563724,0.031730668970134
90,"QB",17.9405210874022,0.031797738389205
91,"QB",17.908723349013,0.0318748851101134
92,"QB",17.8768484639029,0.031960736094014
93,"QB",17.8448877278089,0.0320538538025055
94,"QB",17.8128338740064,0.0321527455949848
95,"QB",17.7806811284114,0.0322558736390199
96,"QB",17.7484252547724,0.0323616652648369
97,"QB",17.7160635895075,0.0324685236905502
98,"QB",17.683595065817,0.0325748390401017
99,"QB",17.6510202267769,0.0326789995733954
100,"QB",17.6183412272035,0.0327794030439428
101,"QB",17.5855618241596,0.0328744680982815
102,"QB",17.5526873560613,0.0329626456291479
103,"QB",17.5197247104321,0.0330424299941861
104,"QB",17.4866822804379,0.0331123700111924
105,"QB",17.4535699104267,0.0331710796424787
106,"QB",17.4203988307843,0.0332172482818507
107,"QB",17.3871815825024,0.0332496505597923
108,"QB",17.3539319319426,0.0332671555862767
109,"QB",17.3206647763563,0.0332687355531043
110,"QB",17.2873960408032,0.0332534736233256
111,"QB",17.2541425671799,0.0332205710395144
112,"QB",17.2209219961404,0.0331693533888995
113,"QB",17.1877526427515,0.0330992759696116
114,"QB",17.1546533667819,0.0330099282090472
115,"QB",17.1216434385728,0.0329010370930973
116,"QB",17.0887424014797,0.0327724695725067
117,"QB",17.0559699319072,0.0326242339211156
118,"QB",17.0233456979861,0.032456480028948
119,"QB",16.9908892179572,0.0322694986223802
120,"QB",16.9586197193348,0.0320637194118412
121,"QB",16.926555999923,0.0318397081770989
122,"QB",16.8947162917459,0.0315981628088551
123,"QB",16.863118128937,0.0313399083341466
124,"QB",16.8317782206029,0.0310658909621928
125,"QB",16.8007123296407,0.0307771711951936
126,"QB",16.7699351584455,0.0304749160573685
127,"QB",16.7394602423881,0.0301603905026546
128,"QB",16.7092998518854,0.0298349480691158
129,"QB",16.6794649038163,0.0295000208547549
130,"QB",16.6499648829616,0.0291571088952267
131,"QB",16.6208077740663,0.028807769029779
132,"QB",16.5920000050366,0.0284536033460618
133,"QB",16.5635464016905,0.0280962472985102
134,"QB",16.535450154392,0.0277373575979567
135,"QB",16.507712796794,0.0273785999726393
136,"QB",16.4803341968214,0.0270216369015159
137,"QB",16.4533125599199,0.0266681154219555
138,"QB",16.4266444444979,0.0263196551128821
139,"QB",16.400324789385,0.0259778363530785
140,"QB",16.374346953032,0.0256441889526862
141,"QB",16.3487027640793,0.0253201812516082
142,"QB",16.3233825828277,0.0250072097758967
143,"QB",16.2983753730518,0.0247065895371996
144,"QB",16.2736687835146,0.0244195450550997
145,"QB",16.2492492384595,0.0241472021763798
146,"QB",16.2251020362831,0.0238905807567313
147,"QB",16.2012114555264,0.0236505882647329
148,"QB",16.1775608672616,0.0234280143576022
149,"QB",16.154132852904,0.0232235264713303
150,"QB",16.1309093264327,0.0230376664574017
151,"QB",16.1078716599753,0.0228708482897702
152,"QB",16.0850008116855,0.0227233568555896
153,"QB",16.0622774548299,0.0225953478335441
154,"QB",16.0396821069964,0.0224868486543173
155,"QB",16.0171952583421,0.0223977605270669
156,"QB",15.994797497815,0.0223278615070281
157,"QB",15.972469636308,0.0222768105694939
158,"QB",15.9501928257385,0.0222441526466621
159,"QB",15.9279486730918,0.0222293245747895
160,"QB",15.905719348517,0.0222316618916683
161,"QB",15.8834876866254,0.0222504064158677
162,"QB",15.8612372802095,0.0222847145333223
163,"QB",15.8389525656762,0.0223336661098568
164,"QB",15.8166188995663,0.022396273942956
165,"QB",15.7942226256234,0.0224714936619659
166,"QB",15.7717511319614,0.0225582339811314
167,"QB",15.7491928979803,0.0226553672084808
168,"QB",15.7265375307718,0.0227617399099511
169,"QB",15.7037757908618,0.0228761836287887
170,"QB",15.6808996072331,0.0229975255591039
171,"QB",15.6579020816739,0.0231245990741744
172,"QB",15.6347774825998,0.0232562540114394
173,"QB",15.6115212285883,0.0233913666194443
174,"QB",15.5881298619689,0.0235288490755625
175,"QB",15.5646010128933,0.0236676584878754
176,"QB",15.5409333544055,0.0238068053001204
177,"QB",15.5171265491053,0.0239453610251275
178,"QB",15.4931811880802,0.0240824652384806
179,"QB",15.4690987228417,0.024217331772368
180,"QB",15.4448813910694,0.024349254057384
181,"QB",15.420532137012,0.0244776095687573
182,"QB",15.3960545274432,0.0246018633426335
183,"QB",15.3714526641006,0.0247215705370305
184,"QB",15.3467310935635,0.0248363780224725
185,"QB",15.3218947155411,0.0249460249958773
186,"QB",15.2969486905452,0.0250503426219542
187,"QB",15.2718983479232,0.025149252715865
188,"QB",15.2467490952074,0.0252427654896863
189,"QB",15.2215063297177,0.0253309763956846
190,"QB",15.196175353322,0.0254140621073571
191,"QB",15.1707612912147,0.0254922756877427
192,"QB",15.1452690155269,0.0255659410033964
193,"QB",15.1197030745235,0.0256354464484509
194,"QB",15.0940676280751,0.0257012380508588
195,"QB",15.0683663900242,0.0257638120386421
196,"QB",15.0426025779856,0.0258237069486711
197,"QB",15.0167788710369,0.0258814953658142
198,"QB",14.9908973756711,0.0259377753825962
199,"QB",14.9649596002885,0.0259931618729166
200,"QB",14.9389664384156,0.026048277674672
201,"QB",14.9129181607409,0.0261037447764831
202,"QB",14.8868144159644,0.0261601756040211
203,"QB",14.8606542403604,0.0262181644995625
204,"QB",14.8344360758608,0.0262782794865863
205,"QB",14.8081577963742,0.0263410544078742
206,"QB",14.7818167419664,0.0264069815217898
207,"QB",14.7554097604446,0.0264765046364346
208,"QB",14.7289332558081,0.0265500128556919
209,"QB",14.7023832429524,0.0266278350052094
210,"QB",14.6757554079472,0.0267102347987223
211,"QB",14.6490451731485,0.0267974067984493
212,"QB",14.6222477663501,0.0268894732141902
213,"QB",14.5953582931359,0.0269864815781116
214,"QB",14.5683718115578,0.0270884033228906
215,"QB",14.5412834082349,0.0271951332821203
216,"QB",14.5140882749528,0.027306490122335
217,"QB",14.4867817848304,0.0274222177071479
218,"QB",14.4593595671233,0.0275419873846641
219,"QB",14.4318175797386,0.0276654011800783
220,"QB",14.4041521785585,0.0277919958671475
221,"QB",14.3763601826914,0.0279212478830093
222,"QB",14.3484389348084,0.0280525790436155
223,"QB",14.3203863557648,0.0281853630090936
224,"QB",14.2922009927557,0.0283189324414614
225,"QB",14.2638820603142,0.0284525867913601
226,"QB",14.2354294735228,0.0285856006444742
227,"QB",14.2068438728784,0.0287172325542056
228,"QB",14.1781266403242,0.0288467342830536
229,"QB",14.1492799060411,0.0289733603725519
230,"QB",14.1203065456686,0.0290963779599078
231,"QB",14.0912101677086,0.0292150767578931
232,"QB",14.0619950909508,0.0293287791159518
233,"QB",14.0326663118348,0.0294368500805735
234,"QB",14.0032294617542,0.0295387073755471
235,"QB",13.9736907543787,0.0296338312266116
236,"QB",13.9440569231521,0.0297217739580979
237,"QB",13.914335149194,0.0298021692958077
238,"QB",13.8845329798982,0.0298747413156359
239,"QB",13.8546582385825,0.0299393129851424
240,"QB",13.8247189255974,0.0299958142536134
241,"QB",13.7947231113438,0.0300442896544517
242,"QB",13.7646788216893,0.0300849053945011
243,"QB",13.7345939162948,0.0301179559145464
244,"QB",13.7044759603803,0.0301438699174064
245,"QB",13.6743320904629,0.0301632158710419
246,"QB",13.6441688745918,0.030176707007616
247,"QB",13.6139921675842,0.0301852058515149
248,"QB",13.5838069617327,0.0301897283235117
249,"QB",13.5536172334092,0.0301914474822702
250,"QB",13.5234257859269,NA
1,"WR",18.4848085001933,0.107562744009936
2,"WR",18.3772457561833,0.107556301749629
3,"WR",18.2696894544337,0.107539214469131
4,"WR",18.1621502399646,0.107506795662413
5,"WR",18.0546434443022,0.107454799347003
6,"WR",17.9471886449552,0.107379412794195
7,"WR",17.839809232161,0.107277248735919
8,"WR",17.732531983425,0.107145336948438
9,"WR",17.6253866464766,0.106981115128868
10,"WR",17.5184055313477,0.106782418996048
11,"WR",17.4116231123517,0.106547471562326
12,"WR",17.3050756407894,0.106274871538282
13,"WR",17.1988007692511,0.105963580845561
14,"WR",17.0928371884055,0.105612911228029
15,"WR",16.9872242771775,0.10522250996403
16,"WR",16.8820017672135,0.104792344695511
17,"WR",16.7772094225179,0.104322687401194
18,"WR",16.6728867351168,0.103814097553453
19,"WR",16.5690726375633,0.103267404508031
20,"WR",16.4658052330553,0.102683689185973
21,"WR",16.3631215438693,0.102064265116034
22,"WR",16.2610572787533,0.101410658914482
23,"WR",16.1596466198388,0.100724590285196
24,"WR",16.0589220295536,0.100007951630499
25,"WR",15.9589140779231,0.0992627873682039
26,"WR",15.8596512905549,0.0984912730540728
27,"WR",15.7611600175008,0.0976956944134422
28,"WR",15.6634643230874,0.0968784263875264
29,"WR",15.5665858966998,0.0960419123016063
30,"WR",15.4705439843982,0.0951886432630946
31,"WR",15.3753553411351,0.0943211378969977
32,"WR",15.2810342032381,0.0934419225247964
33,"WR",15.1875922807133,0.0925535118911327
34,"WR",15.0950387688222,0.0916583905393313
35,"WR",15.0033803782829,0.0907589949328251
36,"WR",14.9126213833501,0.0898576964153595
37,"WR",14.8227636869347,0.0889567850973609
38,"WR",14.7338069018373,0.0880584547496142
39,"WR",14.6457484470877,0.0871647887792228
40,"WR",14.5585836583085,0.086277747355199
41,"WR",14.4723059109533,0.0853991557438452
42,"WR",14.3869067552095,0.0845306939056449
43,"WR",14.3023760613038,0.0836738873969356
44,"WR",14.2187021739069,0.0828300996113125
45,"WR",14.1358720742956,0.0820005253863094
46,"WR",14.0538715489093,0.0811861859920793
47,"WR",13.9726853629172,0.0803879255096422
48,"WR",13.8922974374075,0.0796064085969448
49,"WR",13.8126910288106,0.0788421196322009
50,"WR",13.7338489091784,0.0780953632148886
51,"WR",13.6557535459635,0.0773662659958756
52,"WR",13.5783872799676,0.0766547798001085
53,"WR",13.5017325001675,0.0759606859968507
54,"WR",13.4257718141707,0.0752836010650384
55,"WR",13.3504882131056,0.0746229832935441
56,"WR",13.2758652298121,0.0739781405500057
57,"WR",13.2018870892621,0.0733482390452025
58,"WR",13.1285388502169,0.0727323130142938
59,"WR",13.0558065372026,0.0721292752316334
60,"WR",12.9836772619709,0.0715379282707165
61,"WR",12.9121393337002,0.0709569764178433
62,"WR",12.8411823572824,0.0703850381446589
63,"WR",12.7707973191377,0.0698206590422323
64,"WR",12.7009766600955,0.0692623251180784
65,"WR",12.6317143349774,0.0687084763562904
66,"WR",12.5630058586211,0.0681575204408595
67,"WR",12.4948483381803,0.0676078465426926
68,"WR",12.4272404916376,0.0670578390719054
69,"WR",12.3601826525657,0.0665058912988972
70,"WR",12.2936767612668,0.065950418750127
71,"WR",12.2277263425166,0.0653898722875024
72,"WR",12.1623364702291,0.0648227507838666
73,"WR",12.0975137194453,0.0642476133116467
74,"WR",12.0332661061336,0.0636630907657079
75,"WR",11.9696030153679,0.0630678968474001
76,"WR",11.9065351185205,0.0624608383414653
77,"WR",11.8440742801791,0.061840824624479
78,"WR",11.7822334555546,0.0612068763484643
79,"WR",11.7210265792061,0.0605581332510745
80,"WR",11.660468445955,0.0598938610495132
81,"WR",11.6005745849055,0.0592134573828691
82,"WR",11.5413611275227,0.0585164567742904
83,"WR",11.4828446707484,0.057802534591394
84,"WR",11.425042136157,0.0570715099909087
85,"WR",11.3679706261661,0.0563233478398644
86,"WR",11.3116472783262,0.055558159613291
87,"WR",11.2560891187129,0.0547762032747539
88,"WR",11.2013129154382,0.0539778821531378
89,"WR",11.147335033285,0.0531637428350269
90,"WR",11.09417129045,0.0523344720987993
91,"WR",11.0418368183512,0.0514908929218798
92,"WR",10.9903459254293,0.0506339595988337
93,"WR",10.9397119658305,0.0497647520123952
94,"WR",10.8899472138181,0.0488844691051131
95,"WR",10.841062744713,0.047994421603283
96,"WR",10.7930683231097,0.0470960240489848
97,"WR",10.7459722990607,0.0461907861995243
98,"WR",10.6997815128612,0.0452803038569147
99,"WR",10.6545012090043,0.0443662491921923
100,"WR",10.6101349598121,0.0434503606322068
101,"WR",10.5666845991799,0.0425344323775416
102,"WR",10.5241501668023,0.041620303622004
103,"WR",10.4825298631803,0.040709847544397
104,"WR",10.4418200156359,0.03980496014408
105,"WR",10.4020150554918,0.0389075489912081
106,"WR",10.3631075065006,0.038019521962271
107,"WR",10.3250879845384,0.0371427760303398
108,"WR",10.287945208508,0.0362791861781737
109,"WR",10.2516660223298,0.035430594500399
110,"WR",10.2162354278294,0.0345987995588359
111,"WR",10.1816366282706,0.0337855460525773
112,"WR",10.147851082218,0.0329925148615189
113,"WR",10.1148585673565,0.0322213135190594
114,"WR",10.0826372538375,0.0314734671660943
115,"WR",10.0511637866714,0.0307504100348854
116,"WR",10.0204133766365,0.0300534775077601
117,"WR",9.99035989912871,0.0293838987910249
118,"WR",9.96097600033769,0.0287427902411501
119,"WR",9.93223321009654,0.0281311493748806
120,"WR",9.90410206072166,0.0275498495916935
121,"WR",9.87655221112997,0.0269996356315243
122,"WR",9.84955257549844,0.0264811197868671
123,"WR",9.82307145571157,0.0259947788834491
124,"WR",9.79707667682812,0.02554095203927
